"","Cyp79A2_rep1","Cyp79A2_rep2","Cyp79A2_rep3","WT-PAOx_rep1","WT-PAOx_rep2","WT-PAOx_rep3","WT_rep1","WT_rep2","WT_rep3"
"AT3G25490",0.1998815,0.109108,0.2270372,0.4462613,0.4818861,0.1377899,0.09063336,0.2347073,0.08785312
"AT3G25500",19.99847,13.26614,16.94378,22.27883,16.92383,16.66924,14.63631,17.1114,17.57576
"AT3G25510",0.7235153,0.3225346,0.3124912,0.3942245,0.331631,0.4034421,0.4252726,0.1486756,0.2473362
"AT3G25520",169.2561,189.8641,162.2745,249.6487,277.3643,228.3518,196.1879,185.2934,197.1005
"AT3G25530",120.0128,104.6957,106.7034,74.75328,80.74776,73.48177,115.6867,114.7127,118.7909
"AT3G25540",15.45977,15.14817,13.90893,8.482869,9.698459,9.380001,13.83102,11.85474,12.53239
"AT3G25545",12.0855,9.793177,10.38235,12.52842,9.767962,8.04395,14.63851,10.87583,13.42016
"AT3G25550",1.239266,1.183821,2.189648,0.3774652,0.497949,0.5125783,1.498472,0.7275925,2.90501
"AT3G25560",14.74176,14.96475,12.81062,8.093299,8.172222,8.102184,11.30465,12.87655,12.3585
"AT3G25580",14.27662,12.82972,10.37038,8.568127,8.526826,6.225786,13.31468,13.47334,16.7022
"AT3G25585",16.08326,20.42132,18.53307,21.8847,21.82234,23.86141,15.11389,18.01305,18.49212
"AT3G25590",3.988314,3.24124,2.99757,7.234358,6.529767,4.021474,3.337971,4.097804,4.822841
"AT3G25597",3.73351,2.918025,1.599202,0.7236611,0.3182159,0.3275649,1.915206,1.162426,0.8121995
"AT3G25600",11.11322,11.12764,9.463065,3.425735,4.268134,5.168857,10.90799,7.29121,6.453882
"AT3G25610",7.523009,7.034607,6.716377,3.19104,3.154091,3.630231,7.595121,4.599618,7.579468
"AT3G25620",1.577457,3.70442,3.193662,1.68166,2.033563,1.617556,2.016678,2.599974,1.651482
"AT3G25640",2.112718,1.429555,1.244315,1.407674,0.9903958,2.63369,0.7450963,2.261164,1.62504
"AT3G25660",48.11235,41.69409,44.45597,62.50073,70.74577,65.06218,43.13092,43.01968,37.22819
"AT3G25670",4.083774,3.581309,3.548649,0.7850642,1.192567,0.8399393,4.391529,4.058315,4.462791
"AT3G25680",12.45237,11.04221,9.24785,10.10165,10.00032,9.671691,8.923176,10.55141,10.4811
